GCGC,GCGCerrors,GCGG,GCGGerrors
-1.97E-02,0.007750706,1.91E-02,0.004158566
0.064066604,0.006654418,0.022014858,0.020005162
-0.11472204,0.007067941,-0.06902059,0.016103257
0.058350715,0.008110408,-0.021545942,0.020526943
0.034091515,0.004586838,-0.049674339,0.016876379
0.040136667,0.008028317,-0.022468444,0.017624748
-0.150396041,0.005930137,-0.067860123,0.016160975
0.059934651,0.005658622,0.075094085,0.016377853
-0.022628262,0.007276006,-0.040576757,0.018311941
-0.039166999,0.005550734,-0.057109628,0.017106433
-0.09416199,0.005179461,-0.067229736,0.017955887
0.139724043,0.007394956,0.100007301,0.011711133
0.004311111,0.004160686,0.105735984,0.017455454
-0.060161435,0.008989772,-0.134506971,0.015931078
-0.104454996,0.005731498,-0.145640017,0.018016152
0.144072112,0.009168615,0.109502184,0.014379719
0.026981587,0.007089059,-0.000431014,0.017898112
-0.014001979,0.005585123,-0.129977136,0.016324249
-0.124507734,0.004956328,-0.091524728,0.018241134
0.095294918,0.008351823,0.157024058,0.015103929
-0.001950116,0.006803782,0.027866596,0.014929319
-0.033585096,0.006542889,-0.032325784,0.020798816
-0.072912402,0.004088333,-0.103014112,0.017184004
0.092214407,0.005420183,0.04256448,0.016075748
0.063563946,0.004752591,-0.076558501,0.018800611
-0.037048659,0.005655511,-0.01892012,0.02113071
-0.105054202,0.00540351,-0.076998928,0.014358849
0.062305707,0.010012095,0.107568729,0.013240457
0.038298496,0.009758759,0.011986932,0.02227221
-0.06649829,0.005290764,-0.074792715,0.016399113
-0.101717405,0.006720729,-0.089030327,0.015252728
0.11368399,0.007810921,0.08692729,0.012319799
0.082669255,0.007110229,0.103058971,0.012824028
-0.047691136,0.009226295,-0.147030317,0.01875626
-0.12581346,0.006323894,-0.046571819,0.018700901
0.074602132,0.010796304,0.025634344,0.015891652
0.153917378,0.008183543,0.215474482,0.015675459
-0.148825702,0.006445354,-0.256706236,0.016847593
-0.066709193,0.007566213,0.001844953,0.020275253
0.045384309,0.008376495,-0.025522019,0.015442109
0.280207198,0.011183813,0.370491379,0.018638492
-0.328198326,0.003803514,-0.430173815,0.021961267
-0.24216473,0.007310454,-0.262643471,0.020633952
0.27392265,0.007277535,0.257417086,0.016036567
0.311336903,0.007852505,0.262996712,0.014338814
-0.488359111,0.004898171,-0.437328307,0.024379171
-0.217077107,0.006525345,-0.291768615,0.022115088
0.377866107,0.008249891,0.40119139,0.015218908
0.356762496,0.008049398,0.322484618,0.011377052
-0.613126931,0.0056276,-0.470396817,0.02092053
-0.366926006,0.005694939,-0.37918777,0.025362176
0.607057232,0.01061192,0.462191149,0.011883761
0.220328757,0.004645279,-0.014649445,0.015867917
-0.564402247,0.007145345,-0.532723124,0.023411003
0.146935046,0.00578606,0.302564534,0.017040895
0.180905236,0.010346593,0.179899215,0.013539766
-0.110270705,0.003940543,-0.109735047,0.016831931
0.173681876,0.005238211,-0.00191568,0.015512269
0.802450298,0.006829338,0.203443856,0.014702855
-0.882094677,0.008756467,-0.156701948,0.025153884
-0.935786057,0.01323975,-0.791082576,0.024350774
0.754885304,0.006322754,0.045856929,0.017092595
0.335289876,0.006733188,0.408383343,0.010970946
-0.170622331,0.004578042,0.271933484,0.014257386
0.037005212,0.01016391,0.015506634,0.01343734
0.468901719,0.00566547,0.032207585,0.014227449
-0.643691556,0.0072044,-0.50308844,0.021502103
0.121551417,0.007000344,0.390465402,0.019393201
0.451566526,0.011503466,0.506076589,0.019894435
-0.34309499,0.006097269,-0.370940749,0.020540081
-0.570433997,0.00873608,-0.401435713,0.019316802
0.445729252,0.008539863,0.201391052,0.012784641
0.319721866,0.007647798,0.283703563,0.016159367
-0.172328989,0.004139622,-0.297561111,0.017404988
-0.420903323,0.008768354,-0.348549578,0.017309787
0.257277237,0.005939685,0.297498306,0.020172391
0.259721355,0.004203464,0.136522363,0.019618379
-0.22266759,0.00669246,-0.279990871,0.020982904
-0.355036852,0.009278394,-0.247826444,0.019413455
0.301749879,0.006050255,0.326386132,0.011860241
-0.009010973,0.006240257,0.012723487,0.018252578
-0.041638417,0.007398838,-0.20266068,0.015482599
-0.142461763,0.006652904,-0.117195911,0.019845739
0.176877945,0.008372676,0.242224284,0.017268521
0.053003532,0.006782502,0.11701427,0.015780799
-0.071951467,0.006724028,-0.203749963,0.018946146
-0.06731187,0.007001039,-0.07507299,0.014092415
0.070026596,0.008055354,0.096899863,0.018578043
0.017314348,0.006511195,0.106856853,0.017714343
-0.076833143,0.0079564,-0.136637689,0.024550463
-0.02635209,0.004862947,-0.083447242,0.015157898
0.069637677,0.008607975,0.048319258,0.014505509
0.08277142,0.010732906,0.116122198,0.013724541
-0.048225209,0.003377964,-0.12602873,0.016188353
-0.051839627,0.005627741,-0.055183347,0.021408304
0.001060208,0.006222805,0.00018106,0.018516548
0.083875269,0.008050306,0.078869349,0.01876383
-0.056427793,0.006966728,-0.141663361,0.014290716
-0.047250803,0.008108017,0.004410087,0.017076348
0.003570118,0.004802792,-0.006524895,0.01971764
0.090010992,0.00794122,0.152851156,0.015999499
-0.100942028,0.007733733,-0.121379238,0.019040231
-0.045281211,0.006728472,-0.118293047,0.017400891
0.039979038,0.005486117,0.021912309,0.015194029
0.142841904,0.005618858,0.148177696,0.014895666
-0.089541611,0.005040784,-0.20536744,0.020062648
-0.105432605,0.005560524,-0.042831347,0.017213227
0.035899103,0.008447953,0.03511227,0.020580922
0.112510493,0.007447672,0.077558632,0.009646429
-0.089548275,0.008342545,-0.187503132,0.021727216
-0.037531999,0.005338826,-0.068361377,0.021512747
-0.001663428,0.005675741,0.113397057,0.016267905
0.133681016,0.00837488,0.214754476,0.01742207
-0.138269421,0.007666644,-0.253028952,0.015647385
-0.049982495,0.007494021,0.050685831,0.013754511
0.038337692,0.006650821,-0.077320175,0.021482836
0.083517969,0.008417571,0.206774843,0.016536437
-0.054820045,0.005101486,-0.264527709,0.019397421
0.008273755,0.007954488,0.04262272,0.015948901
-0.053204887,0.00753208,-0.049778674,0.016278413
-0.031998227,0.015536745,0.071630577,0.019169284
-0.091823369,0.015134893,-0.175183497,0.031451444
0.04875534,0.015189064,0.080595839,0.023608939
0.071300848,0.009872422,-0.087074326,0.013119153
