GCGC,GCGCerrors,GCGG,GCGGerrors
-0.248002818,0.009420166,-0.276739681,0.021708563
-0.258618949,0.009284737,-0.156648264,0.014193244
-0.345749229,0.004096036,-0.196975985,0.017925704
-0.169867941,0.009134735,-0.228715984,0.016323231
-0.29861045,0.006197732,-0.300162707,0.014902616
-0.184864659,0.005065048,-0.162015057,0.015333906
-0.331411596,0.007272094,-0.208293301,0.018904172
-0.207352232,0.009488565,-0.188608849,0.017231113
-0.285311139,0.008210682,-0.416095316,0.02104411
-0.242311449,0.006536439,-0.151883826,0.016977857
-0.334315435,0.007007109,-0.270852923,0.012084635
-0.160300914,0.006405732,-0.02024785,0.010019931
-0.31299077,0.008625981,-0.086784287,0.012185807
-0.266545488,0.006351855,-0.256728409,0.013104213
-0.291506647,0.008914828,-0.248587942,0.020707824
-0.151196031,0.007577686,-0.266979275,0.012501009
-0.282365985,0.007733216,-0.364957881,0.015362222
-0.257640282,0.007578734,-0.165140627,0.017957019
-0.303055651,0.007690107,-0.275657987,0.014540116
-0.179177019,0.00684407,-0.053323419,0.022245191
-0.297228727,0.007593111,-0.207040082,0.012263949
-0.243882703,0.006233627,-0.138046987,0.011114407
-0.230246517,0.009899093,-0.204972293,0.013941328
-0.250880991,0.006345034,-0.309020553,0.021794774
-0.27434987,0.007912924,-0.391235425,0.015513678
-0.229799576,0.008631361,-0.179653662,0.01528146
-0.289126001,0.00428823,-0.212230484,0.016116378
-0.22896349,0.008824889,-0.075960343,0.019348044
-0.289771486,0.005783609,-0.198384427,0.016604696
-0.246693989,0.007885427,-0.128466894,0.008649948
-0.280694653,0.006192051,-0.272682982,0.020381973
-0.205078809,0.009618115,-0.259545612,0.017083228
-0.258296523,0.008536587,-0.29803516,0.011762941
-0.201565357,0.008775214,-0.151735049,0.017941976
-0.276922052,0.007528842,-0.156617492,0.0185833
-0.285455005,0.008376152,-0.252692213,0.018024618
-0.285726247,0.008450646,-0.238937083,0.0084723
-0.24403701,0.00529789,-2.15E-01,0.019412378
-0.233106792,0.009147698,-0.073309961,0.017547865
-0.259368888,0.00866932,-0.331697287,0.013118684
-0.209179555,0.005477448,-0.090872009,0.013159261
-0.336208587,0.006237236,-0.463542855,0.017758627
-0.292918018,0.009049783,-0.341661121,0.017999416
-0.183932778,0.007165917,0.03699607,0.02229021
-0.022963513,0.005626899,0.29603213,0.012347779
-0.592276885,0.006880135,-0.714789749,0.014910934
-0.361564854,0.007984844,-0.632680837,0.023123378
-0.045433686,0.005397535,0.192358541,0.017518127
0.019670011,0.00514856,0.380135453,0.023838616
-0.688721817,0.00960111,-0.935487634,0.01663869
-0.085147717,0.007944355,0.084123369,0.021894156
-0.268039415,0.005236974,-0.387851103,0.02191954
-0.35634459,0.005598607,-0.64056386,0.017858718
-0.284916832,0.004855715,-0.651456928,0.013327148
-0.341466279,0.008783822,0.072881119,0.008345368
-0.039511236,0.009653667,0.360059754,0.025218349
-0.467647559,0.008349409,-0.471603075,0.022487089
-0.049890524,0.006180646,0.139374791,0.008427914
0.34413416,0.005477547,-0.146334578,0.013600687
-0.848835015,0.005860608,-0.380517053,0.027192701
-0.625391218,0.013910722,-0.909216697,0.022461931
0.173777539,0.006038302,-0.370076555,0.014194115
0.092962372,0.007064752,0.71425551,0.01795433
-0.66358763,0.006087173,-0.294042172,0.014144454
-0.149811498,0.008583074,-0.101980956,0.019110127
0.068844087,0.006643976,-0.067523656,0.018345751
-0.519409478,0.005830952,-0.455553658,0.018625656
-0.421862049,0.007957452,-0.234021645,0.015344191
-0.341171469,0.00734973,0.054837578,0.018478334
-0.135111544,0.00582743,-0.303836004,0.014515315
-0.605954606,0.010490169,-0.602540733,0.018688235
0.059998681,0.005457731,-0.007540756,0.015979317
-0.139885003,0.005990244,-0.049725801,0.018737416
-0.373088019,0.006367006,-0.437889867,0.011425958
-0.488011361,0.00716155,-0.655071252,0.011969183
-0.021254554,0.008309245,0.283607005,0.020364084
-0.145618195,0.008184213,-0.138087083,0.021759658
-0.259013482,0.006523367,-0.276073576,0.013908846
-0.346310448,0.010313919,-0.33333003,0.01550819
-0.271296812,0.005797063,-0.111589226,0.011985452
-0.341086919,0.008796536,-2.15E-01,0.013368522
-0.215083534,0.00763092,-0.247756508,0.018412413
-0.188391883,0.007659994,-0.293828147,0.014010679
-0.277676601,0.005386124,-0.102260076,0.014590216
-0.213990036,0.006464768,-0.242428832,0.008617122
-0.276124746,0.009765911,-0.205956949,0.019991016
-0.254890244,0.006974113,-0.20760663,0.01407795
-0.277233911,0.007149723,-0.203087504,0.010693768
-0.286101954,0.008554941,-0.118015621,0.008089751
-0.264623996,0.007530666,-0.312393306,0.021835887
-0.206146742,0.006572364,-0.200231484,0.01903355
-0.265366245,0.007585415,-0.228439503,0.017965093
-0.244241783,0.006876174,-0.127843306,0.026144385
-0.231165581,0.007506239,-0.179511637,0.021074635
-0.232958045,0.006815473,-0.222930825,0.01402491
-0.313873528,0.010908026,-0.328794146,0.01267211
-0.261874564,0.006463635,-0.24258735,0.014449043
-0.270901783,0.0077693,-0.164498237,0.0168514
-0.217147439,0.007121852,-0.205786807,0.019817659
-0.272315151,0.005858821,-0.24620752,0.014520098
-0.174447998,0.006263211,-0.108884745,0.019206254
-0.323537399,0.006601992,-0.275942197,0.02039399
-0.249721994,0.00842763,-0.240140155,0.017289831
-0.274531546,0.008506298,-0.234112817,0.006786088
-0.26369812,0.006996699,-0.060788376,0.011526828
-0.217347756,0.008156682,-0.251096351,0.0171545
-0.280195228,0.00648181,-0.364508296,0.013109829
-0.260997834,0.007984044,-0.182686891,0.016269226
-0.161658726,0.008080173,-0.126136671,0.016294187
-0.35852276,0.007820063,-0.30266122,0.012229402
-0.204477155,0.00668769,-0.258922654,0.019768176
-0.297580296,0.005910429,-0.17135937,0.019421547
-0.175333687,0.008993472,0.045435078,0.017836993
-0.292445082,0.007056529,-0.38250115,0.020906424
